"recno","memnum","a1_1","a1_2","a1_3","a1_4","age","a1_5","a1_6","a1_7","a1_8","a1_9","a2_1","a2_2","a2_3","a2_4","b1_1","b1_2","b1_3","b1_4","b1_5","b1_6","b1_7","b1_8","b1_9","z4","c25_1","c25_2","c25_3","c25_4","c25_5","c25_6","c25_7","c25_8","c25_9","c25_10","e1_2","e1_3","e1_4","e1_5","e1_6","e1_7","e2_2","e2_3","e2_4","e2_5","e2_6","e2_7","e2_8","e2_9","e2_10","e2_11","e2_12","e2_13","e2_14","e2_15","e2_16","e2_17","e2_18","e2_19","e2_20","e2_20drm","c25_11","e2_21","e2_22","e2_22drm","e2_23","e2_24","e2_24drm","e2_25","e2_26","e2_26drm","e2_27","e2_28","e2_28drm","e2_29","e2_30","e2_30drm","e2_31","e2_32","e2_33","e2_34","e2_35","e2_35drm","e2_36","e2_37","e2_38","e3_2","e3_3","e3_4","e3_5","e3_6","e3_7","e3_8","e3_9","i1_1","i1_2","i1_3","i1_4","i1_5","i1_6","i1_7","i1_8","i1_9","i1_10","i1_11","i1_12","i1_13","i1_14","i1_15","i1_16","i1_17","i1_18","i1_19","i1_20","i1_21","i1_22","i1_23","i1_24","i1_25","i1_26","i1_27","i1_28","i1_29","i1_30","i1_31","i1_32","i1_33","i1_34","i1_35","i1_36","i1_37","i2_2","i2_3","i2_4","i2_5","i2_6","i2_7","i2_8","i2_9","i2_10","i2_11","i2_12","i2_13","i2_14","k1_1","k1_2","k1_3","k1_4","k1_5","k1_6","d1_1","d1_2","d1_3","d1_4","d1_5","d1_6","d1_7","d1_8","d1_9","d1_10","d1_11","d1_12","d2_1","d2_2","d2_3","d2_4","d2_5","d2_6","d2_7","d2_8","d2_9","d2_10","date"
1145,4,1,3,9,2014,0,,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,,2,,,,,,,,,,,,,4,2,,2,,,,,,,,,,,,,,,2,2,1,1,1,1,1,2,2,1,0,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
1146,3,1,3,10,1976,38,1,3,2,2,7,,,,,1,12,,12,2014,1,1,41,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
1146,1,1,1,12,1945,69,1,3,,,5,2,5,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,2,2,,2,,,,,,,,,,,,,4,2,,2,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,7,,,3,6,4,1,,,1,4,6,4,2,1,2,21,2,,,,,,,,,,,3
1146,2,2,2,11,1953,61,1,3,,,5,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,4,10,1,10,1,1,4,2,,0,0,0,,2,2,2,2,,1,10000,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,7,,,3,6,4,1,,,1,6,6,4,2,3,2,14,2,,,,,,,,,,,3
1146,4,2,4,9,1980,34,1,3,,,8,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,0,2,,2,,,,,,,,,,,,,4,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,6,,,3,6,5,2,2,,,,,,,,,,,2,2,,,3,5,,,2,2,3
1146,5,1,5,10,2001,13,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,1,2,1,,1,2,,2,,2,,,,,,,,,,6500,6500,1,3000,3000,1,,,,,,,,,,6,,5,,,,2,2,,,,,,,,,2,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
1146,6,2,5,9,2005,9,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,1,1,1,,1,1,,2,,2,,,,,,,,,,3000,3000,1,3000,3000,1,,,,,,,,,,1,1,5,,,,2,2,,,,,,,,,2,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
1147,1,1,1,9,1935,79,1,3,,,2,5,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,2,2,,2,,,,,,,,,,,,,2,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,7,,,3,9,4,,,,,,,,,,,,,,,,,,,,,,,3
1147,2,2,2,5,1935,79,1,3,,,5,5,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,2,2,,2,,,,,,,,,,,,,2,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,7,,,3,9,4,,,,,,,,,,,,,,,,,,,,,,,3
1147,3,2,4,10,1981,33,4,3,,,5,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,5,2,,2,,,,,,,,,,,,,2,2,,1,,1,2,,2,5,,,0,5000,0,20000,30000,2,2,2,,,,,,,,,,,,,,3,5,,3,6,5,2,2,,,,,,,,,,,4,2,,,3,5,,,2,2,3
1147,4,2,5,10,2000,14,,3,,,3,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,1,2,1,,1,2,,2,,2,,,,,,,,,,6500,6500,1,3000,3000,1,,,,,,,,,,6,,5,,,,2,2,,,,,,,,,2,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
1147,5,2,5,11,2003,11,,3,,,3,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,2,1,,1,2,,2,,2,,,,,,,,,,6000,6000,1,3000,3000,1,,,,,,,,,,6,,5,,,,2,2,,,,,,,,,2,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
1147,6,1,5,12,2009,5,,3,,,,19,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
1147,7,1,5,8,2013,1,,3,,,,19,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,1,1,1,1,1,2,2,1,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
1148,1,1,1,11,1955,59,1,3,,,5,,,,,3,12,,9,2014,1,1,41,1,,,,,,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,6,,,3,5,4,2,2,,,,,,,,,,,4,2,,,3,11,,,2,2,3
1148,2,2,2,10,1957,57,1,3,,,5,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,1,2,,2,,,,,,,,,,,,,4,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,6,,,3,6,4,1,,,1,4,6,4,1,1,2,28,2,,,,,,,,,,,3
1149,1,1,1,2,1961,54,1,3,,,5,,,,,3,12,,11,2014,1,1,41,4,,1,,,,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,1,2,,2,,,,,,,,,,,,,4,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,6,,,3,6,4,1,,,1,4,6,4,1,3,2,28,2,,,,,,,,,,,3
1149,2,2,2,8,1968,46,1,3,,,5,2,12,,,5,,,,,,,,,,1,,,,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,3,2,,2,,,,,,,,,,,,,4,1,4000,1,,1,2,,2,4,,,0,2000,2000,0,5000,2,1,2,,,,,,,,,,,,,,6,,,3,6,4,1,,,1,4,6,4,1,1,2,28,2,,,,,,,,,,,3
1149,3,2,3,12,1989,25,2,3,,,8,,,,,5,,,,,,,,,,1,,1,,,,,,,1,,,,,,,6,5,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,6,,,3,6,5,2,2,,,,,,,,,,,4,2,,,1,,3,5,1,,3
1149,4,1,3,3,1999,16,2,3,,,4,,,,,5,,,,,,,,,,1,,1,,,,,,,1,,,,,,,3,1,1,1,3,1,,1,3,,2,,2,,,,,,,,,,8000,8000,1,5000,5000,1,,,,,,,,,,6,,5,,,,2,2,,,,,,,,,2,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,7,,,3,9,5,2,2,,,,,,,,,,,1,2,,,3,13,,,,,3
1150,1,2,1,9,1944,70,3,3,,,5,5,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,0,2,,2,,,,,,,,,,,,,4,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,3,,,4,9,4,2,2,,,,,,,,,,,3,1,3,5,3,13,,,,,3
1150,2,2,3,12,1974,40,4,3,,,5,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,3,4,,3,6,4,2,2,,,,,,,,,,,4,1,2,2,1,,3,2,1,,3
1150,3,1,5,8,1999,15,,3,,,4,19,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1,1,2,1,,1,3,,2,,2,,,,,,,,,,7500,7500,1,3000,3000,1,,,,,,,,,,6,,5,,,,2,2,,,,,,,,,2,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,1,2,,,3,13,,,,,3
1150,4,1,5,11,2000,14,,3,,,3,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,1,2,1,,1,2,,2,,2,,,,,,,,,,6500,6500,1,3000,3000,1,,,,,,,,,,6,,5,,,,2,2,,,,,,,,,2,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
1151,1,2,1,10,1938,76,3,3,,,5,5,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,1,2,,2,,,,,,,,,,,,,1,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,7,,,3,9,4,,,,,,,,,,,,,,,,,,,,,,,3
1151,2,1,3,10,1971,43,1,3,,,5,2,12,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,2,2,,2,,,,,,,,,,,,,4,1,1000,1,,1,2,,2,3,,,0,3000,2000,1000,7000,2,1,2,,,,,,,,,,,,,,4,5,,2,6,4,1,,,1,4,6,4,1,1,1,36,2,,,,,,,,,,,3
1151,3,2,4,8,1982,32,1,3,,,5,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,4,,,3,6,5,2,2,,,,,,,,,,,2,1,2,2,3,4,,,2,2,3
1151,4,2,5,7,1999,15,,3,,,4,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1,1,2,1,,1,3,,2,,2,,,,,,,,,,7000,7000,1,3000,3000,1,,,,,,,,,,6,,5,,,,2,2,,,,,,,,,2,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,1,2,,,3,13,,,,,3
1151,5,2,5,7,2000,14,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,1,2,1,,1,2,,2,,2,,,,,,,,,,6500,6500,1,5000,5000,1,,,,,,,,,,6,,5,,,,2,2,,,,,,,,,2,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
1151,6,2,5,10,2005,9,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,1,1,1,,1,1,,2,,2,,,,,,,,,,3000,3000,1,5000,5000,1,,,,,,,,,,1,1,5,,,,2,2,,,,,,,,,2,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
1151,7,1,5,8,2009,5,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
1152,1,1,1,2,1966,49,1,3,,,7,,,,,3,12,,12,2014,1,1,41,1,6,1,,,,,,,,,,,,,,,,5,4,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,6,,,3,6,4,2,2,,,,,,,,,,,4,1,1,5,3,11,,,2,2,3
1152,2,2,2,3,1971,44,1,3,,,7,,,,,5,,,,,,,,,,1,,,,,,,,,,,,,,,,5,3,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,2,2,,2,,,,,,,,,,,,,1,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,6,,,3,6,5,2,1,6,1,4,6,4,1,3,2,0,2,,,,,,,,,,,3
1152,3,2,3,11,1995,19,2,3,,,5,22,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,6,1,1,2,6,1,,2,6,,2,,2,,,,,,,,,,6000,6000,1,5000,5000,1,200000,200000,1,,,,4000,4000,1,6,,5,,,,2,2,,,,,,,,,2,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,6,,,3,6,5,2,2,,,,,,,,,,,1,2,,,3,13,,,,,3
1152,4,1,3,9,1998,16,2,3,,,4,22,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,5,0,1,1,2,1,,2,5,,2,,2,,,,,,,,,,5000,5000,1,6000,6000,1,,,,210000,210000,1,4000,4000,1,6,,5,,,,2,2,,,,,,,,,2,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,6,,,3,6,5,2,2,,,,,,,,,,,1,2,,,3,13,,,,,3
1152,5,2,3,8,2007,7,,3,,,2,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,1,1,1,1,1,,1,1,,2,,2,,,,,,,,,,3000,3000,1,3000,3000,1,,,,,,,,,,1,1,5,,,,2,2,,,,,,,,,2,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
1153,1,2,1,7,1949,65,3,3,,,4,5,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,2,,1,5,6,1,180000,0,0,0,180000,2,2,2,1,,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,3,5,6,4,4,1,2,2,,,,,,,,,,,3,1,1,5,3,7,,,2,2,3
1153,2,1,3,11,1985,29,1,3,,,5,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,3,6,,4,5,3,1,,,43,2,,4,3,2,2,50,2,,,,,,,,,,,3
1153,3,2,4,3,1991,24,1,3,,,5,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,4,1,1,10,1,1,5,1,25000,0,6000,5000,36000,2,2,2,2,,1,30000,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,3,5,6,4,6,3,2,2,,,,,,,,,,,4,2,,,3,5,,,2,2,3
1153,4,1,5,3,2013,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,2,,,,,,,1,0,1,11,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
1154,1,1,1,4,1957,57,1,3,,,7,,,,,3,12,,12,2014,1,1,42,1,,,,,,,,,,,,,,,,,,5,3,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,2,,2,,,,,,,,,,,,,4,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,3,6,4,7,2,2,2,,,,,,,,,,,4,1,11,1,3,11,,,1,,3
1154,2,2,2,4,1963,51,1,2,,,5,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,2,,2,,,,,,,,,,,,,4,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,3,6,4,6,2,2,2,,,,,,,,,,,2,1,1,5,3,6,,,1,,3
1154,3,2,3,10,1980,34,4,2,,,5,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,3,4,4,4,3,2,2,,,,,,,,,,,4,2,,,3,7,,,1,,3
1154,4,1,5,5,2000,14,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1,1,2,1,,1,3,,2,,2,,,,,,,,,,15000,15000,1,25000,25000,1,,,,,,,,,,6,,5,,,,2,2,,,,,,,,,2,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
1154,5,1,5,7,2005,9,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,1,1,1,,1,1,,2,,1,2,,,,3,36000,36000,,1,10000,10000,1,20000,20000,1,,,,,,,,,,1,1,5,,,,2,2,,,,,,,,,2,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
1155,1,1,1,1,1954,61,1,3,,,4,,,,,5,,,,,,,,,,1,,,1,,,,,,,,,,,,,2,5,2,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,2,,2,,,,,,,,,,,,,4,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,3,6,4,5,3,1,,,33,2,,2,,1,1,40,2,,,,,,,,,,,3
1155,2,2,2,9,1957,57,1,3,,,5,,,,,5,,,,,,,,,,1,,,1,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,2,,2,,,,,,,,,,,,,4,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,3,6,4,4,3,2,2,,,,,,,,,,,2,1,1,5,3,7,,,1,,3
1155,3,1,3,12,1985,29,1,3,,,4,,,,,5,,,,,,,,,,1,,,1,,,,,,,,,,,,,2,5,2,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,4,1,1,10,1,2,8,1,20000,0,8000,0,28000,2,2,2,1,,1,10000,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,3,5,5,5,4,2,2,,,,,,,,,,,4,1,2,2,1,,7,1,1,,3
1155,4,2,4,10,1988,26,1,8,,,7,,,,,5,,,,,,,,,,1,,,1,,,,,,,,,,,,,5,3,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,3,6,5,4,4,2,2,,,,,,,,,,,4,2,,,1,,7,1,1,,3
1155,5,1,5,10,2008,6,,3,,,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,0,0,2,,,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
1155,6,2,5,11,2009,5,,3,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,1,,1,,36000,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,15,1,7,5,1,30000,0,0,0,30000,2,2,2,1,,1,5000,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
1156,1,1,1,1,1960,55,1,3,,,8,,,,,5,,,,,,,,,,1,,1,,1,,,,,,,,,,,,6,5,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,3,6,,3,2,2,1,,,84,1,,1,,1,1,40,2,,,,,,,,,,,3
1156,2,2,2,11,1964,50,1,1,,,8,,,,,5,,,,,,,,,,1,,1,,1,,,,,,,,,,,,6,5,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,3,6,,3,6,2,1,,,85,1,,2,,1,1,40,2,,,,,,,,,,,3
1156,3,1,3,10,1984,30,1,1,,,8,,,,,3,12,,1,2013,1,1,43,1,,1,,1,,,,,,,,,,,,,,6,5,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,3,6,,3,5,3,2,2,,,,,,,,,,,4,1,2,1,3,11,,,1,,3
1156,4,2,4,1,1985,30,1,3,,,5,,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,3,6,,3,6,3,2,2,,,,,,,,,,,4,2,,,3,7,,,1,,3
1156,5,1,5,2,2005,10,,3,,,2,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,2,1,1,1,1,,1,1,,2,,1,2,,,,3,30000,30000,,1,10000,10000,1,20000,20000,1,,,,,,,,,,1,1,5,,,,2,2,,,,,,,,,3,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
1156,6,2,5,3,2007,8,,3,,,2,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,0,2,,,1,,1,1,,2,,2,,,,,,,,,,10000,10000,1,20000,20000,1,,,,,,,,,,1,1,5,,,,2,2,,,,,,,,,3,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
1156,7,1,3,7,1988,26,2,1,,,8,,,,,3,12,,5,2014,1,1,43,1,,1,,1,,1,,,,,,,,,,,,6,4,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,4,6,3,3,5,3,1,,,46,1,,4,3,1,1,40,2,,,,,,,,,,,3
1157,1,1,1,3,1957,58,1,3,,,7,,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,5,2,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,2,,2,,,,,,,,,,,,,4,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,3,6,,3,5,2,1,,,35,1,,4,3,1,1,40,2,,,,,,,,,,,3
